id_conductor,DNI,nombre_conductor,telefono_conductor,email_conductor,direccion_conductor,estado_conductor,tipo_licencia,fecha_emision_licencia,fecha_vencimiento_licencia,fecha_nacimiento,genero,id_usuario
74bef0ef-1afd-4b88-8100-7d8080882303,77034426,Daniel Mendoza,955723796,daniel.mendoza@email.com,"Jr. Huaraz 467, Lima",True,A,2020-12-31,2025-12-30,1990-11-28,M,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
ef12ffe7-b18e-47ec-b1a0-a49b021fec92,47687919,Carlos Torres,956802042,carlos.torres@email.com,"Av. La Marina 688, Lima",True,A,2020-05-26,2025-05-25,1995-12-23,M,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
febd00a5-b949-40a4-88ea-e725bfb6227a,49176041,Andrés Méndez,973691235,andrés.méndez@email.com,"Av. Brasil 960, Lima",True,A,2020-12-24,2025-12-23,1995-12-24,M,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
394d5fd5-e11f-4164-b7c5-4e9cb03b586e,46325070,Andrés Silva,939694944,andrés.silva@email.com,"Av. Los Olivos 641, Lima",True,A,2020-10-25,2025-10-24,1984-08-22,M,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
40987851-c64b-452a-be92-c59a81bc184a,85207233,Miguel Mendoza,928210279,miguel.mendoza@email.com,"Jr. Ica 646, Lima",True,A,2020-04-02,2025-04-01,1968-11-08,M,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
3b0872fb-69b0-4f07-abbe-7998abb925f0,59776736,Miguel León,987715431,miguel.león@email.com,"Jr. Huaraz 457, Lima",True,A,2020-05-25,2025-05-24,1987-10-21,M,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
d0208d70-f363-4563-857b-422d122464b6,39965983,Fernando Silva,933353522,fernando.silva@email.com,"Av. Brasil 878, Lima",True,A,2020-03-12,2025-03-11,2000-02-10,M,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
817a20e4-0574-4a06-ace1-16e08859962d,41268402,Roberto Mendoza,977300208,roberto.mendoza@email.com,"Av. La Marina 667, Lima",True,A,2020-03-09,2025-03-08,1997-04-23,M,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
972913f6-f8a1-4431-9391-0b65ff4d1964,95503554,Andrés Nuñez,980730423,andrés.nuñez@email.com,"Av. Brasil 655, Lima",True,A,2020-10-31,2025-10-30,1998-10-13,M,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
47f214e9-4dc8-49a4-892b-48ffadd8e98d,30317058,Miguel Nuñez,969375806,miguel.nuñez@email.com,"Jr. Huaraz 959, Lima",True,A,2020-10-15,2025-10-14,1971-11-10,M,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
1887aa23-24be-44f5-92eb-a75c076d620f,83507727,Carlos Vargas,971854266,carlos.vargas@email.com,"Jr. Huancavelica 325, Lima",True,A,2020-09-01,2025-08-31,1973-06-15,M,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
ed67103d-9755-4972-a0aa-93e8bb5b9425,53757078,Carlos Torres,954965270,carlos.torres@email.com,"Jr. Huaraz 858, Lima",True,A,2020-03-27,2025-03-26,1970-01-24,M,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
a0334106-4fa5-46bb-82c5-5ef6c5ae3cbd,30639486,Jorge Torres,972314203,jorge.torres@email.com,"Jr. Tacna 454, Lima",True,A,2020-01-03,2025-01-01,1973-10-22,M,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
978482ab-581e-4f87-b1d2-f5bb4c944f0b,73758719,Andrés Nuñez,931532693,andrés.nuñez@email.com,"Av. Los Olivos 791, Lima",True,A,2020-05-11,2025-05-10,1966-07-28,M,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
68e33820-3c02-413b-bc81-025238884631,50440223,Miguel León,983830676,miguel.león@email.com,"Jr. Tacna 118, Lima",True,A,2020-03-31,2025-03-30,1978-03-15,M,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
bcf337d3-a3b4-4a33-a6a2-efd8d2e48efe,59694904,Carlos Vargas,954842672,carlos.vargas@email.com,"Jr. Huancavelica 806, Lima",True,A,2020-11-26,2025-11-25,1992-04-08,M,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
d90ebad2-3733-4889-97e0-9e407b91bf5f,88948214,Luis Mendoza,936176829,luis.mendoza@email.com,"Av. Primavera 410, Lima",True,A,2020-09-22,2025-09-21,1986-11-20,M,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
2594a926-db70-4105-96fd-09371dc98f71,81044894,Andrés Castro,961443408,andrés.castro@email.com,"Av. Venezuela 448, Lima",True,A,2020-04-17,2025-04-16,1981-06-14,M,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
d4053b30-6437-4861-9a50-bcf83f2da4da,63076503,Miguel Mendoza,991506642,miguel.mendoza@email.com,"Av. Venezuela 696, Lima",True,A,2020-12-18,2025-12-17,1965-06-14,M,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
a2e71f8f-52a9-4863-8e5e-4c244b10b092,64474371,Roberto León,984687784,roberto.león@email.com,"Jr. Tacna 472, Lima",True,A,2020-04-14,2025-04-13,2000-02-19,M,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
c7173f0d-38e1-4d3f-a32c-44b319170370,32671196,Andrés Nuñez,957506153,andrés.nuñez@email.com,"Av. Venezuela 967, Lima",True,A,2020-07-16,2025-07-15,1984-04-28,M,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
da04c8d1-08d4-45cd-90fc-950522ef24b9,25951829,Jorge Mendoza,946447104,jorge.mendoza@email.com,"Jr. Tacna 764, Lima",True,A,2020-09-24,2025-09-23,1968-08-14,M,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
c6aa6f3e-dd93-408b-b726-104d01b6b884,24186508,Jorge Silva,971227471,jorge.silva@email.com,"Av. Venezuela 373, Lima",True,A,2020-06-10,2025-06-09,1968-03-21,M,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
4f4dd1bd-3391-4470-8378-cc749f3263d5,63148879,Andrés Vargas,939795094,andrés.vargas@email.com,"Av. Brasil 190, Lima",True,A,2020-01-22,2025-01-20,1969-10-11,M,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
c3165aa6-1cf6-42bd-be11-a345026fd0f9,55846884,Pedro Castro,978860335,pedro.castro@email.com,"Av. Venezuela 199, Lima",True,A,2020-08-19,2025-08-18,1976-10-15,M,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
0e1b29e7-7da8-4101-9d0f-0be3f4a9d89b,82109927,Luis Paz,980430846,luis.paz@email.com,"Jr. Huancavelica 796, Lima",True,A,2020-04-29,2025-04-28,1972-03-07,M,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
38582f23-7266-40d0-9fa2-2840438fa47f,42407675,Andrés Rojas,980120274,andrés.rojas@email.com,"Jr. Ica 221, Lima",True,A,2020-04-20,2025-04-19,1966-05-16,M,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
69ecf3f7-3a0f-4118-87e6-d578cc8c5ea5,59179689,Luis Castro,980899181,luis.castro@email.com,"Av. Venezuela 306, Lima",True,A,2020-11-27,2025-11-26,1998-12-21,M,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
ced68d5a-4d55-4b0d-961d-51efeb8f3570,29628667,Ricardo Castro,915704702,ricardo.castro@email.com,"Jr. Huaraz 659, Lima",True,A,2020-05-13,2025-05-12,1972-11-27,M,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
13bd0d9e-db58-4405-a90c-79d9cb4ce61d,67913598,Pedro León,960538917,pedro.león@email.com,"Jr. Tacna 784, Lima",True,A,2020-01-10,2025-01-08,1987-11-21,M,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
616c1971-2207-4f7b-a7e0-c8dd33139d83,53293922,Roberto Paz,990704512,roberto.paz@email.com,"Av. Primavera 278, Lima",True,A,2020-03-03,2025-03-02,1989-10-04,M,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
a24e77a3-179f-499d-a82c-f3639e88882e,79848765,Miguel Torres,944805050,miguel.torres@email.com,"Jr. Ica 916, Lima",True,A,2020-04-26,2025-04-25,1978-10-27,M,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
235be3c3-d128-435f-bb06-e36a2524eb62,80047286,Jorge Rojas,915454756,jorge.rojas@email.com,"Av. Los Olivos 617, Lima",True,A,2020-10-27,2025-10-26,1982-06-23,M,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
a62041cd-2ad2-474d-a4fe-054836b9aba0,66792998,Daniel Rojas,983185426,daniel.rojas@email.com,"Jr. Ica 647, Lima",True,A,2020-05-22,2025-05-21,1969-03-01,M,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
e6fba855-ec76-4654-8b22-de369bae116b,47321734,Jorge Silva,927270209,jorge.silva@email.com,"Av. Arequipa 938, Lima",True,A,2020-10-18,2025-10-17,1980-10-18,M,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
d0f2e398-572a-4c96-a480-a64f32a781ac,89417764,Jorge Mendoza,952897695,jorge.mendoza@email.com,"Av. Arequipa 248, Lima",True,A,2020-08-03,2025-08-02,1984-01-10,M,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
a3a6e4fd-db1b-411e-9d82-7599aa301f6f,62963642,Roberto Mendoza,971416677,roberto.mendoza@email.com,"Av. Primavera 388, Lima",True,A,2020-09-15,2025-09-14,1995-03-19,M,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
85e6020d-1c33-48d9-b3d2-bb0d9cc5a58b,28864826,Pedro León,967646491,pedro.león@email.com,"Av. Brasil 107, Lima",True,A,2020-07-17,2025-07-16,1989-04-14,M,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
6d1d07d3-4acd-4e34-9b64-f32a74b9f45a,51075461,Jorge León,924861159,jorge.león@email.com,"Av. Primavera 306, Lima",True,A,2020-07-26,2025-07-25,1965-10-26,M,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
a4096f1a-f58e-4815-a8cf-adbd39bcfa75,59771089,Carlos Méndez,991162373,carlos.méndez@email.com,"Jr. Huaraz 922, Lima",True,A,2020-11-06,2025-11-05,1993-01-17,M,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
a055f824-e2e4-4fe9-86ac-b4418c9c7515,92774067,Roberto Silva,924203090,roberto.silva@email.com,"Jr. Tacna 927, Lima",True,A,2020-07-13,2025-07-12,1992-05-20,M,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
d3de0907-43ad-415f-bcf2-8e8c44e9ee49,74736753,Fernando Silva,974139243,fernando.silva@email.com,"Av. Venezuela 289, Lima",True,A,2020-06-30,2025-06-29,1979-10-01,M,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
ed144e3c-165b-4a45-9bdb-74267103e21e,30938500,Ricardo León,959638609,ricardo.león@email.com,"Jr. Huancavelica 389, Lima",True,A,2020-06-12,2025-06-11,1990-12-03,M,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
e6db843b-6cb1-42bd-ac92-75249084cab6,55134963,Ricardo Méndez,974979785,ricardo.méndez@email.com,"Jr. Huaraz 719, Lima",True,A,2020-08-10,2025-08-09,1969-03-16,M,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
f33faebd-4712-4193-b656-91638914ce3e,59982695,Carlos Rojas,988003140,carlos.rojas@email.com,"Jr. Huaraz 116, Lima",True,A,2020-01-08,2025-01-06,1986-12-26,M,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
6b550e89-e766-4067-a91c-a8030247b57c,83715462,Pedro Vargas,977244841,pedro.vargas@email.com,"Av. Los Olivos 157, Lima",True,A,2020-02-18,2025-02-16,1985-03-23,M,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
02378f18-8f31-4845-adad-dc08a88dd509,16384312,Carlos Castro,987707198,carlos.castro@email.com,"Jr. Ica 253, Lima",True,A,2020-05-30,2025-05-29,1973-01-28,M,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
757234bc-24d3-4d77-8c0b-02fcaf147f39,45589655,Daniel Méndez,992515033,daniel.méndez@email.com,"Av. Primavera 828, Lima",True,A,2020-05-18,2025-05-17,1971-09-09,M,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
06ffde51-08f7-4b6d-a428-655733a15ad6,34040052,Roberto Méndez,961868466,roberto.méndez@email.com,"Av. La Marina 951, Lima",True,A,2020-06-23,2025-06-22,2000-10-25,M,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
61bbc72a-8353-4222-9f93-676578e274a7,88418362,Carlos Nuñez,941838165,carlos.nuñez@email.com,"Av. Los Olivos 878, Lima",True,A,2020-09-20,2025-09-19,1975-11-25,M,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
e8a5d121-4a39-4ecd-beb0-d435f3a654ab,64915369,Miguel León,946312776,miguel.león@email.com,"Av. Arequipa 679, Lima",True,A,2020-01-09,2025-01-07,1998-01-18,M,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
0cad979d-33b2-4e4f-8bee-df37a9c2cd16,65281547,Jorge Paz,953122409,jorge.paz@email.com,"Av. Los Olivos 300, Lima",True,A,2020-05-10,2025-05-09,1983-08-01,M,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
00d2cbc6-949e-4db3-bcb3-36c37518dfea,39640132,Andrés Castro,991822358,andrés.castro@email.com,"Jr. Huaraz 529, Lima",True,A,2020-02-11,2025-02-09,1988-08-06,M,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
88b55871-9dbb-4651-8ec8-89bbf84dbe3e,98045457,Roberto Mendoza,980536272,roberto.mendoza@email.com,"Av. La Marina 901, Lima",True,A,2020-02-17,2025-02-15,1980-09-21,M,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
f3cf396a-01bf-4331-9f29-1b2d2dd79b5e,66322643,Pedro Rojas,941922130,pedro.rojas@email.com,"Jr. Tacna 107, Lima",True,A,2020-12-17,2025-12-16,1966-04-08,M,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
b56173b4-d14e-4992-b07c-ebf3ca7801dc,82888009,Roberto Rojas,933967081,roberto.rojas@email.com,"Av. Arequipa 444, Lima",True,A,2020-05-29,2025-05-28,1991-09-01,M,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
c4de6566-5f15-4e9d-bedf-2aa58120dc17,82042537,Jorge León,934479778,jorge.león@email.com,"Av. Los Olivos 665, Lima",True,A,2020-09-26,2025-09-25,1975-07-08,M,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
4457fdc8-b078-4332-85ed-8d479098c311,34710420,Carlos Nuñez,965912533,carlos.nuñez@email.com,"Jr. Huaraz 523, Lima",True,A,2020-02-18,2025-02-16,1995-11-13,M,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
523806f6-3dc9-49a9-a03f-185b270e34cd,23380642,Pedro Paz,935997175,pedro.paz@email.com,"Av. Primavera 871, Lima",True,A,2020-11-07,2025-11-06,1997-09-13,M,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
2d54988e-7a73-409d-97a1-645f37865118,81404797,Jorge Rojas,936862585,jorge.rojas@email.com,"Av. Venezuela 794, Lima",True,A,2020-11-23,2025-11-22,1968-09-02,M,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
d232f5ad-89f2-4597-bb43-16945a82874e,41943702,Miguel Mendoza,932172191,miguel.mendoza@email.com,"Av. Arequipa 819, Lima",True,A,2020-01-11,2025-01-09,1983-09-18,M,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
5d5c12a4-32c2-4477-a585-e01b4a9b1588,59607729,Pedro León,933728782,pedro.león@email.com,"Jr. Huancavelica 118, Lima",True,A,2020-11-13,2025-11-12,1996-08-03,M,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
3159a743-56dc-4d9e-a1e1-eae0abdc50ea,48561289,Andrés Castro,992157032,andrés.castro@email.com,"Jr. Ica 970, Lima",True,A,2020-05-25,2025-05-24,1989-09-07,M,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
967e1972-55e1-4123-93d5-5c3db802d886,11493510,Andrés Nuñez,948960026,andrés.nuñez@email.com,"Jr. Tacna 520, Lima",True,A,2020-07-28,2025-07-27,1993-04-24,M,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
86ae5c05-c86c-47a6-9eab-62de8ce7c7dd,59918725,Jorge Méndez,928481883,jorge.méndez@email.com,"Jr. Tacna 623, Lima",True,A,2020-09-23,2025-09-22,1978-09-20,M,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
59df3c02-9a72-40d1-86bd-8a6a82d69d03,33668259,Roberto Paz,980671276,roberto.paz@email.com,"Jr. Huancavelica 209, Lima",True,A,2020-06-09,2025-06-08,1983-05-20,M,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
fd0df749-3331-4094-a698-3bfd01ca09c1,85154222,Carlos Torres,974245029,carlos.torres@email.com,"Jr. Ica 656, Lima",True,A,2020-03-10,2025-03-09,1976-08-25,M,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
abbb0a58-091f-48bd-b0bd-f9ebf17e194a,19146915,Jorge Rojas,911896409,jorge.rojas@email.com,"Jr. Huancavelica 891, Lima",True,A,2020-03-15,2025-03-14,1967-04-13,M,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
e0392f0e-099e-4a99-a717-62faf9a9a63f,18288558,Daniel León,957393086,daniel.león@email.com,"Av. Arequipa 833, Lima",True,A,2020-02-01,2025-01-30,1978-09-18,M,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
efa94878-2688-47a7-876c-a46a73df27a2,95751806,Andrés Paz,954340912,andrés.paz@email.com,"Av. Primavera 605, Lima",True,A,2020-04-29,2025-04-28,1969-06-14,M,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
904b866c-c83c-4c78-95e9-d61475644ab2,64542722,Andrés Torres,913338515,andrés.torres@email.com,"Av. La Marina 618, Lima",True,A,2020-09-15,2025-09-14,1969-09-11,M,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
323ce6b5-83ca-43c1-b173-14c560c5af8e,22712868,Fernando Torres,983257591,fernando.torres@email.com,"Av. Venezuela 616, Lima",True,A,2020-04-04,2025-04-03,1976-05-10,M,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
b1e4b1fa-8804-408a-952f-52284d0578ea,64076488,Ricardo Paz,958579400,ricardo.paz@email.com,"Jr. Tacna 259, Lima",True,A,2020-03-26,2025-03-25,1989-04-11,M,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
2a2a21e4-57ba-4683-8d40-a59c3454f3e1,63035840,Miguel Rojas,989476824,miguel.rojas@email.com,"Jr. Ica 275, Lima",True,A,2020-05-27,2025-05-26,1993-03-25,M,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
f0907c17-228c-470e-8cde-59433342181d,64968816,Jorge León,988551963,jorge.león@email.com,"Av. La Marina 992, Lima",True,A,2020-06-09,2025-06-08,1966-10-22,M,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
070a8990-32d5-460c-a184-e73998d4d424,61308853,Daniel Rojas,984182328,daniel.rojas@email.com,"Jr. Huaraz 310, Lima",True,A,2020-04-03,2025-04-02,1974-05-02,M,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
a2b920b0-1465-4aff-9916-27c0dabb447f,12001803,Ricardo Rojas,975218146,ricardo.rojas@email.com,"Av. La Marina 989, Lima",True,A,2020-06-17,2025-06-16,1976-06-23,M,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
c151e587-60d7-455e-951f-b633ee24317f,12955921,Roberto León,974895134,roberto.león@email.com,"Av. Venezuela 787, Lima",True,A,2020-08-31,2025-08-30,1997-12-05,M,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
db4efaa1-7d68-4750-80f7-cfee294d4702,96626354,Andrés Vargas,969212054,andrés.vargas@email.com,"Av. Arequipa 958, Lima",True,A,2020-06-29,2025-06-28,1975-04-13,M,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
c2852fa2-4263-4962-a530-02eb0b753ba6,19190999,Ricardo Nuñez,926996089,ricardo.nuñez@email.com,"Av. Brasil 542, Lima",True,A,2020-06-01,2025-05-31,1969-12-28,M,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
8c1ccd6c-af64-462c-b0d7-bd4f88410d7c,82774744,Carlos Castro,986934606,carlos.castro@email.com,"Jr. Huaraz 951, Lima",True,A,2020-05-07,2025-05-06,1997-07-26,M,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
6ec6c8f0-4394-4945-915b-cc9a0efbf4bc,43470580,Jorge Rojas,979263612,jorge.rojas@email.com,"Av. Brasil 342, Lima",True,A,2020-10-22,2025-10-21,1980-08-23,M,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
1d8c0a37-b14b-4b98-b661-fd5b7543fd26,20209501,Ricardo Mendoza,983044773,ricardo.mendoza@email.com,"Jr. Huaraz 786, Lima",True,A,2020-01-19,2025-01-17,1965-08-03,M,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
192358ea-4c0e-48f9-8d95-3c7f32e8afd9,23124032,Fernando Rojas,937633622,fernando.rojas@email.com,"Jr. Huaraz 197, Lima",True,A,2020-11-18,2025-11-17,1991-01-26,M,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
6655a645-4bda-4d55-9260-756aafc51f72,81587682,Ricardo Méndez,973523160,ricardo.méndez@email.com,"Av. Arequipa 369, Lima",True,A,2020-03-17,2025-03-16,1988-02-25,M,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
c2a86af2-62eb-4386-841f-27c29c48daf6,59226675,Jorge Vargas,951344520,jorge.vargas@email.com,"Av. Brasil 127, Lima",True,A,2020-09-15,2025-09-14,1998-03-05,M,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
c44cfa88-7887-47f2-9e27-f31e0f74a5c4,79822225,Pedro Castro,912254554,pedro.castro@email.com,"Av. Los Olivos 418, Lima",True,A,2020-12-23,2025-12-22,1997-12-21,M,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
32a0e733-cb3c-4ac2-bdea-ddf35b76ff57,67145357,Andrés Vargas,954414437,andrés.vargas@email.com,"Av. Arequipa 425, Lima",True,A,2020-11-16,2025-11-15,1973-03-05,M,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
4ffb44de-88ef-4247-9bd8-fb951271cde8,33280017,Carlos Paz,995875425,carlos.paz@email.com,"Jr. Huaraz 522, Lima",True,A,2020-03-06,2025-03-05,1982-11-20,M,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
9012e7e4-3455-483e-bc40-c8793ab36c90,68022089,Andrés Rojas,987262921,andrés.rojas@email.com,"Av. Venezuela 619, Lima",True,A,2020-06-10,2025-06-09,1997-02-08,M,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
34377ffc-eb42-4aa2-b89c-783663e44810,57271344,Jorge Rojas,927401131,jorge.rojas@email.com,"Jr. Huaraz 359, Lima",True,A,2020-06-12,2025-06-11,1965-05-10,M,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
60d65770-2e8f-4aa1-a96d-b50ce5ff8a82,70803455,Ricardo Méndez,979195765,ricardo.méndez@email.com,"Jr. Tacna 383, Lima",True,A,2020-07-01,2025-06-30,1992-10-14,M,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
12feb374-2087-43d1-9214-ff95073a9a0e,63615326,Fernando Torres,992036192,fernando.torres@email.com,"Av. Los Olivos 630, Lima",True,A,2020-03-15,2025-03-14,1966-03-18,M,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
12945a04-ff3a-474a-9eab-f298e1ec0ec1,71048836,Fernando Vargas,910816017,fernando.vargas@email.com,"Av. La Marina 308, Lima",True,A,2020-01-01,2024-12-30,1970-07-15,M,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
1cc14990-2171-4bb8-a4e5-38606fb49e14,11213889,Jorge Paz,937230973,jorge.paz@email.com,"Jr. Ica 625, Lima",True,A,2020-09-25,2025-09-24,1979-10-11,M,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
fa7ce983-e698-47ae-ba64-d1139ab06b52,90334105,Ricardo Torres,940502047,ricardo.torres@email.com,"Av. Brasil 594, Lima",True,A,2020-03-20,2025-03-19,1969-09-20,M,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
bcdbc1af-e2a2-4b0e-90df-9acb915739c9,24543233,Daniel Méndez,918584000,daniel.méndez@email.com,"Av. Primavera 848, Lima",True,A,2020-10-07,2025-10-06,1978-06-14,M,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
99ce06f3-9bd6-460f-a56f-75277020474b,78744572,Fernando Vargas,939435818,fernando.vargas@email.com,"Av. Arequipa 620, Lima",True,A,2020-11-08,2025-11-07,1978-08-21,M,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
cc4bf006-3e24-4ce2-ad48-5549c1b8e037,15883513,Daniel Silva,938332797,daniel.silva@email.com,"Jr. Huancavelica 674, Lima",True,A,2020-09-03,2025-09-02,1997-02-05,M,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
8e18bdb6-81eb-4ccf-bb8c-38e93f1e75b4,50435617,Fernando León,936166494,fernando.león@email.com,"Av. Brasil 876, Lima",True,A,2020-12-19,2025-12-18,1977-11-06,M,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
c67053e9-bc4f-4225-8396-f7689493676a,38078712,Fernando Rojas,990638256,fernando.rojas@email.com,"Jr. Tacna 430, Lima",True,A,2020-05-30,2025-05-29,1977-11-12,M,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
d87c7548-abcb-4f00-8c1b-bc084daf7322,62417543,Jorge Torres,951830913,jorge.torres@email.com,"Av. Primavera 594, Lima",True,A,2020-09-14,2025-09-13,1970-05-14,M,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
